time,time,open,high,low,close,adjclose,volume,sma10,sma20,sma50
2023-10-11 08:59:59,2023-10-11 08:59:59,105.751999,106.013702,105.558899,105.668098,105.668098,0,106.3038109,105.95840575,104.52396202
