time,time,open,high,low,close,adjclose,volume,sma10,sma20,sma50
2023-10-11 08:59:59,2023-10-11 08:59:59,33822.199219,33882.550781,33612.25,33804.871094,33804.871094,256562562,33441.508984500004,33836.68183595,34404.869765639996
