time,time,open,high,low,close,adjclose,volume,sma10,sma20,sma50
2023-10-11 08:59:59,2023-10-11 08:59:59,13619.200195,13671.108398,13549.293945,13659.676758,13659.676758,3758147000,13338.1776368,13386.864355549998,13609.75912114
