time,time,open,high,low,close,adjclose,volume,sma10,sma20,sma50
2023-10-11 08:59:59,2023-10-11 08:59:59,4366.589844,4378.640137,4345.339844,4376.950195,4376.950195,2115648000,4300.6880857999995,4339.8760253,4410.87100584
